date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2023-12-04,100,100,76,-72,-22,10,100,-74,3,-77,-80,-63,77,-100,100,-60,-17,-13,-43,100,-16,100,-26,26,-53,-34,100,100,-100,17
2023-12-05,-38,-67,-45,31,26,-100,-89,-100,8,0,-100,-20,-87,6,-20,-39,92,-51,25,19,-17,100,-51,48,100,-62,-42,77,44,-100
2023-12-06,17,96,-51,-100,-100,-100,100,-1,-47,0,-89,0,-66,13,80,-17,-18,-39,76,100,0,-48,100,21,100,13,-46,100,19,100
2023-12-07,-25,65,100,6,100,86,-20,-42,17,0,-100,0,-31,44,50,-100,100,-18,66,-80,95,-80,100,100,-100,38,-6,-45,10,71
2023-12-08,-58,32,-100,88,-75,-35,100,100,46,0,-100,0,18,-32,-91,81,-100,43,100,100,-13,-100,-53,100,-100,5,60,38,-100,28
2023-12-11,-68,-86,-10,-49,53,-100,46,-100,-25,100,11,0,-59,3,81,-95,-100,42,5,84,-75,-61,20,-68,51,95,62,-35,36,47
2023-12-12,-100,100,0,-100,100,29,-14,96,-100,4,-100,81,-100,-16,79,-94,100,-100,79,5,100,-100,100,-100,15,-57,-100,-13,100,100
2023-12-13,-67,100,-100,100,-28,-100,89,-37,15,-100,-79,-81,-88,-100,62,-100,-97,-9,-42,87,36,-40,64,-51,17,-99,100,-2,-100,83
2023-12-14,56,-100,-100,-100,-80,35,-20,-100,-13,4,-57,0,-34,80,9,-77,37,21,-100,-54,-100,-23,35,-55,56,-31,47,-25,47,-25
2023-12-15,-100,-72,-100,-82,-18,42,-7,100,23,0,100,0,-28,71,4,100,-92,71,100,-52,70,-1,31,-50,100,81,17,1,-88,53
2023-12-18,100,100,56,100,-100,5,-100,-32,51,-8,-3,100,36,100,-38,-76,-25,9,100,82,82,-100,-100,3,100,-12,83,100,48,-100
2023-12-19,-67,-73,-42,-52,0,-42,-100,56,69,0,-100,-23,100,-33,25,-30,0,53,47,16,-67,80,100,-56,100,-90,-75,-100,100,-67
2023-12-20,20,74,-43,-100,39,6,95,79,27,61,-100,100,-52,-100,100,43,20,100,100,100,100,-83,100,-27,-34,100,100,25,18,-75
2023-12-21,30,100,-34,-55,-9,31,100,48,17,-61,46,-100,-31,-24,-100,-100,-20,12,2,-100,75,-1,100,-48,-100,-58,74,94,-62,-45
2023-12-22,30,-48,49,-4,42,84,-16,-40,-23,100,28,-39,-1,-67,-84,-100,0,19,-28,-100,100,27,9,30,-57,-62,26,-100,-100,85
2023-12-25,100,18,54,-22,-100,100,-1,56,48,-27,12,-22,-84,30,91,-74,0,8,100,-100,-28,100,-100,-32,-100,-100,-67,63,100,-63
2023-12-26,-14,63,76,67,-100,41,4,-100,-6,-71,-100,-16,-52,45,-53,46,0,-100,-25,-54,100,-7,46,-12,-100,-100,-88,92,-100,100
2023-12-27,-100,-100,-100,-41,100,-93,65,29,-61,-2,100,0,-37,100,49,100,11,-32,-57,-44,100,-100,-100,37,-84,12,31,100,-64,100
2023-12-28,100,-57,-100,-76,100,100,17,-100,-100,100,-100,0,15,-81,-100,-61,-11,-100,100,-100,-39,-100,0,-100,100,55,-89,-68,-100,57
2023-12-29,-65,14,22,-100,62,-36,100,-38,-100,-48,6,0,-4,42,100,-9,66,77,100,-100,36,-52,-100,72,-27,100,20,41,-100,15
2024-01-02,-100,-100,55,-92,3,71,34,-100,-65,68,-100,41,100,100,100,-99,75,-100,-45,71,53,100,-20,100,-100,-13,32,32,-100,100
2024-01-03,41,-100,-39,70,100,100,23,15,-100,-48,-24,-41,100,-64,84,100,-54,-90,-100,59,-31,-46,53,-56,-100,100,80,58,-100,56
2024-01-04,42,-100,50,100,100,100,-29,100,-97,54,-100,0,0,62,-6,-96,-87,1,54,31,-63,100,50,100,3,-100,-43,-100,-100,-44
2024-01-05,-100,43,56,100,94,-100,100,33,-85,26,100,100,-57,4,34,33,0,-77,-19,50,0,-100,100,-65,24,0,71,100,-100,79
2024-01-08,21,-100,100,-66,-53,100,100,63,-100,-100,11,26,-48,100,12,19,20,2,13,53,84,-21,62,11,-100,-100,100,77,-98,-31
2024-01-09,-100,5,-30,100,-100,-17,100,-75,6,100,-100,-52,-100,-41,59,-67,59,0,100,75,46,-35,98,34,69,-100,25,-82,-100,-100
2024-01-10,-87,-18,100,100,-100,-28,-33,-41,-35,-42,-24,-74,8,67,-29,-8,65,-20,-53,-21,-100,34,100,41,-54,-34,32,1,100,-25
2024-01-11,-100,-100,-87,16,30,100,100,48,-22,-68,-81,100,-100,100,100,100,37,52,-100,-42,1,-17,-38,63,100,-37,45,63,-45,28
2024-01-12,100,-42,-45,-38,100,100,-100,-100,-58,100,-63,-100,100,-99,79,-100,-83,-67,-91,79,11,-100,64,97,-100,-47,-8,-25,100,14
